	SRR403882_first	SRR403883_first	SRR403886_first	SRR403887_first	SRR403888_first	SRR403889_first	SRR403892_first	SRR403893_first
ENSG00000265810.1	0	0	0	0	0	0	0	0
ENSG00000241959.3	0	0	1	0	0	0	1	0
ENSG00000106615.9	884	125	737	235	875	391	702	575
ENSG00000240132.1	5	4	7	4	11	10	4	24
ENSG00000106617.13	898	81	726	126	1224	285	750	398
ENSG00000242048.3	0	0	0	0	0	0	0	0
ENSG00000239911.2	2	0	2	0	0	0	1	0
ENSG00000212219.1	0	0	0	0	0	0	0	0
ENSG00000222941.2	0	0	0	0	0	0	0	0
ENSG00000227562.1	0	0	0	0	0	0	0	0
ENSG00000106648.13	0	0	0	0	0	0	0	0
ENSG00000276213.1	8	0	8	0	19	0	18	1
ENSG00000178234.12	630	22	554	74	585	127	503	103
ENSG00000229591.1	0	0	1	0	5	0	1	0
ENSG00000213188.3	0	0	0	0	1	0	2	1
ENSG00000055609.17	663	83	845	172	939	389	779	364
ENSG00000270405.1	0	3	0	2	1	7	2	0
ENSG00000204894.4	8	2	2	0	6	5	2	0
ENSG00000241007.1	25	10	18	14	8	15	10	17
ENSG00000253088.1	0	0	0	0	0	0	0	0
ENSG00000241735.1	16	2	17	3	12	14	11	4
ENSG00000020219.9	0	0	1	0	0	0	0	0
ENSG00000261455.1	62	3	48	6	42	6	43	8
ENSG00000231139.1	3	0	3	0	0	0	4	8
ENSG00000199404.1	41	91	26	14	34	5	45	19
ENSG00000225416.1	3	2	3	0	1	0	1	0
ENSG00000212590.1	0	0	0	0	1	0	0	0
ENSG00000196584.2	873	48	580	99	619	160	425	139
ENSG00000214003.2	2	9	1	0	0	0	1	1
ENSG00000244328.3	1	0	0	0	0	0	0	0
ENSG00000133627.17	133	7	81	12	145	37	101	38
ENSG00000224104.1	8	7	9	5	4	10	8	14
ENSG00000234722.3	0	0	0	0	0	0	0	0
ENSG00000233489.1	0	0	0	0	0	0	0	0
ENSG00000130226.16	1	0	0	0	0	0	0	0
ENSG00000226509.1	0	0	0	0	0	0	0	0
ENSG00000270114.1	0	0	0	0	0	0	0	0
ENSG00000203335.4	0	0	0	0	0	0	0	0
ENSG00000233363.1	0	0	0	0	0	0	0	0
ENSG00000236408.1	0	0	0	0	0	0	0	0
ENSG00000214106.7	83	10	89	32	66	49	104	76
ENSG00000157212.18	401	40	305	75	519	167	342	152
ENSG00000272760.1	52	0	68	2	86	1	61	2
ENSG00000273183.1	18	0	4	0	5	0	9	0
ENSG00000273344.1	103	9	96	22	109	4	77	28
ENSG00000220575.7	0	0	0	0	0	0	0	0
ENSG00000157219.3	0	0	0	0	0	0	0	0
ENSG00000283339.1	0	0	0	0	0	0	0	0
ENSG00000274637.1	1	0	1	0	0	0	0	0
ENSG00000228806.1	0	0	0	0	0	0	0	0
ENSG00000201066.1	0	0	1	0	0	0	1	0
ENSG00000217825.2	0	0	0	0	0	0	0	0
ENSG00000228521.2	0	0	0	0	0	0	0	0
ENSG00000278998.1	0	0	0	0	0	0	0	0
ENSG00000225612.1	0	0	0	0	0	0	0	0
ENSG00000273117.1	38	2	56	2	30	1	52	2
ENSG00000186480.12	506	43	581	83	956	225	703	212
ENSG00000204960.6	0	0	0	0	0	0	1	0
ENSG00000218672.1	0	0	0	0	0	0	0	0
ENSG00000260426.1	0	0	0	0	0	0	0	0
ENSG00000236544.1	0	0	0	0	0	2	0	0
ENSG00000164778.4	93	2	68	13	102	12	70	20
ENSG00000146910.12	0	0	0	0	0	0	0	0
ENSG00000283128.1	1	0	0	1	0	0	0	0
ENSG00000227365.1	0	0	0	0	0	0	0	0
ENSG00000216895.9	32	0	32	5	39	0	25	12
ENSG00000184863.10	768	70	873	149	972	265	846	473
ENSG00000164690.7	50	4	45	7	6	3	13	0
ENSG00000204876.4	18	0	19	6	9	0	11	0
ENSG00000207061.1	2	0	0	0	5	0	0	0
ENSG00000270584.1	0	0	0	0	0	0	0	0
ENSG00000228569.1	0	0	0	0	0	0	0	0
ENSG00000233878.1	1	0	1	0	0	0	0	0
ENSG00000182648.11	75	7	108	22	50	22	58	14
ENSG00000279418.1	0	0	0	0	0	0	0	0
ENSG00000234450.1	6	2	3	0	6	1	11	0
ENSG00000105982.16	47	2	33	7	23	7	27	25
ENSG00000224903.1	0	0	3	1	0	0	1	0
ENSG00000105983.20	1187	95	1198	175	1726	458	1391	637
ENSG00000206938.1	0	0	0	0	0	0	0	2
ENSG00000230033.1	0	0	0	0	0	0	0	0
ENSG00000146909.7	813	89	563	103	928	231	560	291
ENSG00000130675.14	18	3	18	3	20	0	12	3
ENSG00000235029.1	0	0	1	0	0	0	0	0
ENSG00000243479.3	15	2	8	6	18	14	8	2
ENSG00000236102.2	0	0	0	0	0	0	0	0
ENSG00000229365.3	0	0	0	0	0	0	0	0
ENSG00000269446.2	0	0	0	0	0	0	0	0
ENSG00000009335.17	2727	218	2154	374	3200	851	2398	979
ENSG00000225224.1	26	2	24	11	20	15	22	20
ENSG00000236018.2	0	0	0	0	0	0	0	0
ENSG00000224629.1	0	0	0	0	0	0	0	0
ENSG00000229660.1	1	0	1	1	0	0	2	0
ENSG00000105993.14	891	66	909	99	1171	289	1084	327
ENSG00000234210.1	0	0	0	0	0	0	4	0
ENSG00000223872.1	0	0	1	0	0	0	0	0
ENSG00000233191.1	5	1	3	4	15	3	13	3
ENSG00000280266.1	0	0	0	0	2	0	0	0
ENSG00000155093.17	160	3	108	7	166	7	137	14
ENSG00000207960.1	0	0	0	0	0	0	0	0
ENSG00000222012.1	14	0	19	2	18	0	11	0
ENSG00000231515.1	0	0	0	0	0	0	0	0
ENSG00000233038.5	0	0	0	0	0	0	0	0
ENSG00000272839.1	0	0	0	0	0	0	0	0
ENSG00000231980.1	0	0	0	0	0	0	0	0
ENSG00000207637.1	0	0	0	0	0	0	0	0
ENSG00000225365.1	0	0	0	0	0	0	0	0
ENSG00000232715.1	0	0	0	0	0	0	0	0
ENSG00000265598.1	0	0	0	0	0	0	0	0
ENSG00000224324.1	2	0	0	0	1	3	0	4
ENSG00000146918.19	2073	422	1770	684	2530	1910	2059	2631
ENSG00000228030.2	0	0	0	0	0	0	1	0
ENSG00000117868.15	2387	258	2357	342	2307	772	2093	939
ENSG00000126870.15	322	48	362	52	312	156	363	131
ENSG00000231419.6	0	0	0	0	0	0	0	0
ENSG00000106018.13	0	0	0	0	0	0	0	0
ENSG00000229435.2	0	0	0	0	0	0	0	1
ENSG00000253620.2	0	0	0	0	2	0	0	0
ENSG00000253896.3	0	0	0	0	0	0	0	0
ENSG00000254193.1	0	0	0	0	0	0	0	0
ENSG00000253612.1	0	0	0	0	0	0	0	0
ENSG00000176269.3	0	0	0	0	0	0	0	0
ENSG00000255464.1	0	0	0	0	0	0	0	0
ENSG00000253166.2	0	0	0	0	0	0	2	0
ENSG00000223508.5	6	3	6	1	6	9	2	0
ENSG00000172748.13	25	0	16	4	12	1	31	15
ENSG00000272812.1	0	0	2	0	1	0	2	0
ENSG00000272240.1	0	0	0	0	0	0	0	0
ENSG00000273402.1	2	0	1	1	3	0	2	0
ENSG00000254104.2	0	0	0	0	0	0	0	0
ENSG00000249868.5	0	0	0	0	0	0	0	0
ENSG00000182366.9	0	0	0	0	0	0	0	0
ENSG00000147364.16	46	8	81	16	81	16	58	37
ENSG00000272293.1	8	0	9	0	14	0	16	0
ENSG00000279852.1	0	0	0	0	5	0	0	0
ENSG00000180190.11	67	6	47	10	93	9	62	32
ENSG00000104714.13	55	7	50	23	68	35	57	58
ENSG00000254207.1	0	0	0	0	0	0	0	0
ENSG00000198010.12	0	0	0	0	0	0	0	0
ENSG00000282375.1	0	0	0	0	0	0	0	0
ENSG00000282759.1	0	0	0	0	0	0	0	0
ENSG00000282692.1	0	0	0	0	0	0	0	0
ENSG00000254160.1	0	0	0	0	0	0	0	0
ENSG00000275427.1	0	0	0	0	0	0	0	0
ENSG00000260721.1	0	0	0	0	0	0	0	0
ENSG00000282160.1	0	0	0	0	0	0	0	0
ENSG00000281961.1	0	0	0	0	0	0	0	0
ENSG00000253267.5	0	0	1	0	0	0	0	0
ENSG00000283576.1	0	0	0	0	0	0	0	0
ENSG00000254265.1	0	0	0	0	0	0	1	0
ENSG00000182372.9	7	1	7	2	2	3	7	0
ENSG00000282021.1	0	0	0	0	0	0	0	0
ENSG00000253982.1	1	0	2	0	4	0	1	0
ENSG00000283239.1	0	0	0	0	0	0	0	0
ENSG00000283858.1	0	0	0	0	0	0	0	0
ENSG00000207826.1	0	0	0	0	0	0	0	0
ENSG00000104728.15	0	0	0	0	0	0	0	0
ENSG00000253696.2	0	0	0	0	0	0	0	0
ENSG00000253764.1	0	0	0	0	0	0	0	0
ENSG00000176595.3	0	0	0	0	0	0	0	0
ENSG00000270988.1	0	0	0	0	0	0	0	0
ENSG00000253805.1	0	0	0	0	0	0	0	0
ENSG00000036448.9	0	0	0	0	0	0	0	0
ENSG00000273593.1	0	0	0	0	0	0	0	0
ENSG00000253444.1	0	0	0	0	0	0	0	0
ENSG00000282686.1	0	0	0	0	0	0	0	0
ENSG00000282142.1	0	0	0	0	0	0	0	0
ENSG00000253855.1	0	0	0	0	0	0	0	0
ENSG00000277526.4	0	0	0	0	0	0	0	0
ENSG00000254319.5	0	0	0	0	0	0	0	0
ENSG00000253853.1	0	0	0	0	0	0	0	0
ENSG00000183117.18	0	0	0	0	0	0	0	0
ENSG00000253162.1	0	0	0	0	0	0	0	0
ENSG00000222546.1	1	0	0	1	0	0	4	0
ENSG00000254244.1	30	30	21	33	44	42	28	59
ENSG00000253262.1	0	1	0	0	0	2	0	0
ENSG00000273876.1	3	0	2	0	1	5	5	0
ENSG00000206661.1	0	0	0	0	0	1	0	0
ENSG00000242079.1	0	0	0	0	1	0	1	0
ENSG00000278256.1	0	0	0	0	0	0	0	0
ENSG00000271248.1	0	0	0	0	0	0	0	0
ENSG00000240486.2	0	0	3	0	0	0	1	1
ENSG00000253510.1	0	0	0	0	0	0	0	0
ENSG00000254007.1	0	0	0	0	0	0	0	0
ENSG00000275461.1	0	0	0	0	0	0	0	0
ENSG00000253571.1	0	0	0	0	0	0	0	0
ENSG00000222589.1	0	0	1	0	0	0	0	0
ENSG00000253189.1	0	0	0	0	0	0	0	0
ENSG00000253880.1	0	0	0	0	0	0	0	0
ENSG00000246089.3	20	2	25	1	17	2	19	10
ENSG00000147316.12	88	13	69	22	121	71	69	86
ENSG00000253550.1	0	4	1	2	1	7	1	8
ENSG00000091879.13	1	0	1	0	0	1	0	0
ENSG00000271743.1	0	0	0	0	0	0	1	0
ENSG00000249898.7	2	0	4	1	3	2	4	9
ENSG00000276580.1	0	0	0	0	0	0	0	0
ENSG00000155189.11	497	57	376	73	539	167	412	197
ENSG00000266038.1	0	0	0	0	0	0	1	0
ENSG00000283386.1	0	0	0	0	0	0	0	0
ENSG00000275591.4	1	0	0	0	2	1	0	0
ENSG00000245857.2	0	0	0	0	0	0	0	0
ENSG00000164825.3	0	0	0	0	0	0	0	0
ENSG00000250752.2	38	48	21	9	23	56	19	7
ENSG00000164822.4	0	0	0	0	0	0	0	0
ENSG00000254625.1	0	0	0	0	0	0	0	0
ENSG00000164821.4	0	0	0	0	0	0	0	0
ENSG00000223629.1	0	0	0	0	0	0	0	0
ENSG00000233238.1	0	0	0	0	0	0	0	0
ENSG00000233531.1	0	0	0	0	0	0	0	0
ENSG00000206047.2	0	0	0	0	0	0	0	0
ENSG00000215378.3	0	0	0	0	0	0	0	0
ENSG00000240247.7	0	0	0	0	0	0	0	0
ENSG00000232039.2	0	0	0	0	0	0	0	0
ENSG00000239839.6	0	0	0	0	0	0	0	0
ENSG00000234178.1	0	0	0	0	0	0	0	0
ENSG00000206042.1	0	0	0	0	0	0	0	0
ENSG00000164816.7	0	0	0	0	0	0	0	0
ENSG00000255273.1	0	0	0	0	0	0	2	3
ENSG00000284620.1	0	0	0	0	0	0	0	0
ENSG00000234120.1	0	0	0	0	0	0	0	0
ENSG00000228744.1	0	0	0	0	2	0	0	0
ENSG00000254683.1	0	0	0	0	0	0	0	0
ENSG00000230106.1	0	0	0	0	0	0	0	0
ENSG00000214268.2	0	0	0	0	0	0	0	0
ENSG00000231930.1	0	0	0	0	0	0	0	0
ENSG00000284614.1	0	0	0	0	0	0	0	0
ENSG00000284728.1	0	0	0	0	0	0	0	0
ENSG00000255025.1	0	0	0	0	0	0	0	0
ENSG00000177306.4	0	0	0	0	0	0	0	0
ENSG00000230045.4	0	0	0	0	0	0	0	0
ENSG00000233132.4	0	0	0	0	0	0	0	0
ENSG00000249005.3	0	0	0	0	0	0	0	0
ENSG00000223885.4	0	0	0	0	0	0	0	0
ENSG00000215373.4	0	0	0	0	0	0	0	0
ENSG00000233295.3	0	0	0	0	0	0	0	0
ENSG00000215374.5	13	1	4	3	2	1	1	2
ENSG00000206034.1	0	0	0	0	0	0	0	0
ENSG00000230549.3	0	0	0	0	0	0	0	0
ENSG00000236125.3	0	0	0	0	0	0	0	0
ENSG00000235778.1	0	0	0	0	0	0	0	0
ENSG00000215372.6	0	0	0	0	0	0	0	0
ENSG00000215371.3	0	0	0	0	0	0	0	0
ENSG00000177257.2	0	0	0	0	0	0	0	0
ENSG00000255128.1	0	0	0	0	0	0	0	0
ENSG00000177243.3	0	0	0	0	0	0	0	0
ENSG00000164871.17	0	0	0	0	0	0	0	0
ENSG00000177023.2	0	0	0	0	0	0	0	0
ENSG00000187082.2	0	0	0	0	0	0	0	0
ENSG00000186599.7	0	0	0	0	0	0	0	0
ENSG00000198129.2	0	0	0	0	0	0	0	0
ENSG00000255251.1	0	0	0	0	0	0	0	0
ENSG00000248944.1	0	0	0	0	0	0	0	0
ENSG00000236660.6	0	0	0	0	0	0	0	0
ENSG00000234749.5	0	0	0	0	0	0	0	0
ENSG00000215365.4	0	0	0	0	0	0	0	0
ENSG00000241737.2	0	0	0	0	0	0	0	0
ENSG00000233176.3	0	0	0	0	0	0	0	0
ENSG00000254796.1	0	0	0	0	0	0	0	0
ENSG00000284617.1	0	0	0	0	0	0	0	0
ENSG00000284655.1	0	0	0	0	0	0	0	0
ENSG00000284698.1	0	0	0	0	0	0	0	0
ENSG00000254889.1	0	0	0	0	0	0	0	0
ENSG00000254715.3	0	0	0	0	0	0	0	0
ENSG00000189393.5	0	0	0	0	0	0	0	0
ENSG00000231656.4	0	0	0	0	0	0	0	0
ENSG00000229477.3	0	0	0	0	0	0	0	0
ENSG00000224710.3	0	0	0	0	0	0	0	0
ENSG00000223535.4	0	0	0	0	0	0	0	0
ENSG00000237122.3	0	0	0	0	0	0	0	0
ENSG00000235825.3	0	0	0	0	0	0	0	0
ENSG00000254597.1	0	0	0	0	0	0	0	0
ENSG00000255378.1	0	0	0	0	0	0	0	0
ENSG00000254776.1	0	0	0	0	0	0	0	0
ENSG00000186572.2	0	0	0	0	0	0	0	0
ENSG00000186562.7	0	0	0	0	0	0	0	0
ENSG00000186579.2	0	0	0	0	0	0	0	0
ENSG00000176782.2	0	0	0	0	0	0	0	0
ENSG00000178287.17	0	0	0	0	0	0	0	0
ENSG00000176797.3	0	0	0	0	0	0	0	0
ENSG00000254543.1	2	6	1	0	2	5	7	1
ENSG00000171711.2	0	0	0	0	0	0	0	0
ENSG00000215356.4	0	0	0	0	0	0	0	0
ENSG00000229907.3	0	0	0	0	0	0	0	0
ENSG00000225725.4	0	0	1	0	0	0	0	0
ENSG00000255211.1	0	0	0	0	0	0	0	0
ENSG00000237038.5	0	0	0	0	0	0	0	0
ENSG00000225327.3	0	0	0	0	0	0	0	0
ENSG00000205989.1	0	0	0	0	0	0	0	0
ENSG00000233115.4	0	0	0	0	0	0	0	0
ENSG00000215354.9	0	0	0	0	0	0	0	0
ENSG00000254229.2	0	0	0	0	0	0	0	0
ENSG00000227013.3	0	0	0	0	0	0	0	0
ENSG00000253881.1	0	0	0	0	0	0	0	0
ENSG00000284603.1	0	0	0	0	0	0	0	0
ENSG00000284606.1	0	0	0	0	0	0	0	0
ENSG00000284661.1	0	0	0	0	0	0	0	0
ENSG00000255459.1	0	0	0	0	0	0	0	0
ENSG00000221305.1	0	0	0	0	0	0	0	0
ENSG00000244427.1	0	0	0	0	0	0	0	0
ENSG00000254311.1	0	0	0	0	0	0	0	0
ENSG00000249188.1	0	0	0	0	0	0	0	0
ENSG00000253893.2	0	0	0	1	0	0	1	0
ENSG00000268955.2	0	0	0	0	0	0	0	0
ENSG00000173295.7	2	0	13	1	3	2	9	0
ENSG00000253981.5	0	0	0	0	0	0	0	0
ENSG00000275342.4	270	40	315	73	170	79	313	138
ENSG00000253505.1	0	0	0	0	0	0	0	0
ENSG00000254153.1	0	0	0	0	0	0	0	0
ENSG00000253343.1	0	0	0	0	0	0	0	0
ENSG00000253774.1	0	0	0	0	0	0	0	0
ENSG00000253130.1	0	0	1	0	0	0	0	0
ENSG00000263616.2	0	0	0	0	0	0	1	0
ENSG00000253958.1	43	2	22	3	11	2	20	8
ENSG00000284717.1	0	0	0	0	0	0	0	0
ENSG00000254367.5	0	0	0	0	0	0	0	0
ENSG00000147324.10	293	4	286	18	275	17	336	23
ENSG00000200713.1	0	0	0	0	0	0	0	0
ENSG00000270966.1	1	0	2	0	1	0	3	0
ENSG00000233609.3	1	0	2	0	1	0	1	0
ENSG00000207244.1	0	0	0	0	0	0	0	0
ENSG00000104626.14	234	39	153	49	253	116	134	268
ENSG00000263407.1	0	0	0	0	0	0	0	0
ENSG00000239078.1	0	0	0	0	0	0	0	0
ENSG00000197334.2	0	0	0	0	0	0	0	0
ENSG00000173281.4	109	19	104	20	43	25	54	59
ENSG00000254340.1	1	0	0	0	0	0	0	0
ENSG00000253426.5	0	0	0	0	0	0	0	0
ENSG00000279949.1	0	0	0	0	0	0	0	0
ENSG00000253252.2	0	0	0	0	0	0	0	0
ENSG00000248538.6	0	0	0	0	0	0	0	0
ENSG00000254091.2	0	0	0	0	0	0	0	0
ENSG00000254235.5	0	0	0	0	0	0	0	0
ENSG00000253887.1	0	0	0	0	0	0	0	0
ENSG00000207415.1	0	0	0	0	0	0	0	0
ENSG00000253735.1	0	0	0	0	0	0	0	0
ENSG00000201815.1	0	0	0	0	0	0	0	0
ENSG00000254237.5	0	0	1	0	0	0	0	0
ENSG00000249050.1	0	0	0	0	0	0	0	0
ENSG00000272267.2	4	0	4	0	0	0	1	0
ENSG00000173273.15	248	50	413	84	380	227	468	278
ENSG00000253697.1	0	0	0	0	0	0	0	0
ENSG00000207701.1	0	0	0	0	0	0	0	0
ENSG00000253230.8	0	0	0	0	0	0	0	0
ENSG00000284321.1	0	0	0	0	0	0	0	0
ENSG00000260093.1	5	0	4	0	2	0	0	0
ENSG00000175806.14	72	19	75	36	173	105	125	113
ENSG00000249848.1	0	0	0	0	0	0	0	0
ENSG00000261451.1	0	0	2	1	2	0	2	0
ENSG00000253641.5	0	0	1	0	1	0	0	0
ENSG00000207128.1	1	0	0	0	0	1	0	0
ENSG00000253678.1	0	0	0	0	0	0	0	0
ENSG00000253649.3	0	0	0	0	1	1	1	0
ENSG00000272505.1	4	0	2	1	10	0	2	0
ENSG00000184647.10	0	0	0	0	0	0	0	0
ENSG00000183638.5	0	0	3	0	2	0	1	2
ENSG00000263762.1	0	0	0	0	0	0	0	0
ENSG00000171060.10	1	0	1	0	2	0	0	0
ENSG00000212433.1	110	4	99	17	91	3	140	1
ENSG00000171056.7	287	5	199	18	158	11	143	2
ENSG00000258724.1	0	0	0	0	0	0	0	0
ENSG00000248896.2	0	0	0	0	0	0	0	0
ENSG00000254093.8	71	10	46	12	72	40	67	12
ENSG00000283210.1	0	0	0	0	0	0	0	0
ENSG00000253695.1	1	0	0	0	0	0	0	0
ENSG00000280294.1	0	0	0	0	0	0	0	0
ENSG00000171044.10	0	0	0	0	2	0	0	0
ENSG00000207600.3	0	0	0	0	0	0	0	0
ENSG00000254839.1	0	0	0	0	0	0	0	0
ENSG00000269918.1	0	0	0	0	0	0	0	0
ENSG00000255310.2	0	0	0	0	0	0	0	0
ENSG00000254936.4	0	0	0	0	0	0	0	0
ENSG00000254556.1	0	0	0	0	0	0	0	0
ENSG00000231965.4	0	0	0	1	0	0	0	0
ENSG00000270076.1	0	0	0	0	0	0	0	0
ENSG00000236827.1	0	0	0	0	0	0	0	0
ENSG00000239315.4	3	1	5	0	1	2	1	0
ENSG00000249316.2	0	0	0	0	0	0	0	0
ENSG00000280273.2	1	0	1	0	3	0	1	0
ENSG00000104643.9	152	18	117	26	144	45	120	51
ENSG00000246477.3	0	0	0	0	0	0	0	0
ENSG00000177710.5	0	0	0	0	1	0	0	0
ENSG00000154316.16	0	0	0	0	0	0	0	0
ENSG00000255020.1	0	0	0	0	0	0	0	0
ENSG00000184608.8	0	0	0	0	0	0	0	0
ENSG00000242483.3	72	0	46	0	96	0	93	0
ENSG00000199368.1	1	0	0	2	0	4	2	2
ENSG00000154319.14	7	0	2	0	5	1	2	0
ENSG00000136573.12	0	0	0	0	0	0	0	0
ENSG00000269954.1	2	0	0	0	0	0	1	0
ENSG00000254774.1	0	0	0	0	0	0	0	0
ENSG00000255518.1	1	0	0	0	0	0	0	0
ENSG00000255354.1	0	0	0	0	0	0	0	0
ENSG00000170983.3	0	0	0	0	0	0	0	0
ENSG00000136574.17	0	0	0	0	0	0	0	0
ENSG00000255394.4	0	0	0	0	0	0	0	0
ENSG00000154328.15	118	13	87	27	74	60	68	65
ENSG00000227203.3	24	15	21	20	16	46	14	67
ENSG00000079459.12	375	114	364	129	820	749	600	691
ENSG00000255046.1	1	0	3	0	0	0	1	0
ENSG00000164733.20	3192	556	3285	761	2762	1413	3098	1431
ENSG00000269899.1	8	0	2	0	4	0	2	0
ENSG00000255144.1	0	0	0	0	0	0	0	0
ENSG00000254948.1	0	0	0	0	0	0	1	0
ENSG00000206014.7	0	0	0	0	1	0	0	0
ENSG00000205884.2	0	0	0	0	0	0	0	0
ENSG00000205883.2	0	0	0	0	0	0	0	0
ENSG00000205882.8	0	0	0	0	0	0	0	0
ENSG00000255174.1	0	0	0	0	0	0	0	0
ENSG00000254507.2	0	0	0	0	0	0	0	0
ENSG00000284610.1	0	0	0	0	0	0	0	0
ENSG00000255016.1	0	0	0	0	0	0	0	0
ENSG00000254817.1	0	0	0	0	0	0	0	0
ENSG00000254700.1	0	0	0	0	0	0	0	0
ENSG00000233050.1	0	0	0	0	0	0	0	0
ENSG00000252029.1	0	0	0	0	0	0	0	0
ENSG00000255544.2	0	0	0	0	0	0	0	0
ENSG00000215343.7	0	0	0	0	0	0	0	0
ENSG00000255052.4	0	0	0	0	1	0	0	0
ENSG00000254923.1	0	0	0	0	0	0	0	0
ENSG00000226430.6	0	0	0	0	0	0	0	0
ENSG00000223443.2	0	0	0	0	0	0	0	0
ENSG00000254866.2	0	0	0	0	0	0	0	0
ENSG00000205879.5	0	0	0	0	0	0	0	0
ENSG00000249889.1	0	0	0	0	0	0	1	0
ENSG00000186523.14	3	0	1	0	0	0	3	0
ENSG00000255495.1	0	0	0	0	0	0	0	0
ENSG00000254527.1	0	0	0	0	0	0	0	0
ENSG00000237215.3	0	0	0	0	0	0	0	0
ENSG00000232948.1	0	0	0	0	0	0	0	0
ENSG00000252535.1	0	0	0	0	0	0	0	0
ENSG00000254623.1	0	0	0	0	0	0	0	0
ENSG00000215339.3	0	0	0	0	0	0	0	0
ENSG00000227888.4	0	0	0	0	0	0	0	0
ENSG00000254423.1	0	0	0	0	0	0	0	0
ENSG00000255556.2	0	0	0	0	0	0	0	0
ENSG00000242296.2	0	0	0	0	0	0	0	0
ENSG00000270074.1	0	0	0	0	0	0	0	0
ENSG00000251402.3	0	0	0	0	0	0	0	0
ENSG00000250794.2	0	0	0	0	0	0	0	0
ENSG00000145002.12	1	0	1	0	0	0	0	0
ENSG00000255549.2	0	0	0	0	0	0	0	0
ENSG00000283674.2	0	0	0	0	0	0	0	0
ENSG00000270154.1	0	0	0	0	0	0	0	0
ENSG00000242607.1	4	6	8	1	15	0	8	0
ENSG00000255122.1	0	0	0	0	0	0	0	0
ENSG00000284746.1	0	0	0	0	0	0	0	0
ENSG00000284663.1	0	0	0	0	0	0	0	0
ENSG00000244289.1	1	0	0	0	5	1	1	0
ENSG00000255253.1	0	0	0	0	0	0	0	0
ENSG00000284724.1	0	0	0	0	0	0	0	0
ENSG00000284613.1	0	0	0	0	0	0	0	0
ENSG00000254581.1	0	0	0	0	0	0	0	0
ENSG00000177400.6	0	0	0	0	0	0	0	0
ENSG00000254917.1	0	0	0	0	0	0	0	0
ENSG00000254724.1	0	0	0	0	0	0	0	0
ENSG00000264512.2	0	0	0	0	0	0	0	0
ENSG00000154359.12	66	2	57	9	127	13	77	25
ENSG00000266206.1	0	0	0	0	0	0	0	0
ENSG00000283523.1	0	0	0	0	0	0	0	0
ENSG00000254813.5	0	0	0	0	0	0	0	0
ENSG00000255494.1	0	0	0	0	0	0	0	0
ENSG00000250305.8	0	0	1	0	4	0	2	0
ENSG00000251468.2	0	0	0	0	0	0	0	0
ENSG00000206996.1	11	3	10	0	28	0	23	0
ENSG00000164741.14	3	0	2	0	14	1	3	0
ENSG00000200630.1	0	0	0	0	0	0	0	0
ENSG00000253932.1	0	0	0	0	0	0	0	0
ENSG00000253257.1	3	0	3	0	0	0	1	0
ENSG00000252179.1	0	0	0	1	0	0	1	0
ENSG00000164743.4	0	0	0	0	0	0	0	0
ENSG00000254491.1	0	0	0	0	0	0	0	0
ENSG00000255457.1	0	0	0	0	0	0	0	0
ENSG00000255413.1	0	0	2	0	0	0	0	0
ENSG00000254753.1	0	0	0	0	0	0	0	0
ENSG00000254425.1	0	0	0	0	0	0	0	1
ENSG00000255437.1	1	0	1	0	0	0	0	1
ENSG00000185053.13	0	0	0	0	2	0	4	0
ENSG00000254575.1	0	0	0	0	0	0	0	0
ENSG00000214366.4	5	9	3	7	2	15	5	5
ENSG00000252264.1	0	0	0	0	0	0	0	0
ENSG00000206950.1	3	0	1	0	4	0	6	0
ENSG00000252035.1	0	0	0	0	0	0	0	0
ENSG00000255365.1	0	0	0	0	0	0	0	0
ENSG00000199127.1	0	0	0	0	0	0	0	0
ENSG00000255076.2	0	1	0	1	0	0	0	0
ENSG00000249368.1	0	0	0	0	0	0	0	0
ENSG00000104723.20	450	74	496	106	725	308	563	338
ENSG00000248423.1	0	0	1	0	0	0	1	0
ENSG00000250483.1	4	0	4	2	3	2	2	4
ENSG00000226836.5	0	0	1	0	2	0	0	0
ENSG00000253648.1	0	0	1	0	0	0	0	0
ENSG00000038945.14	5	0	8	0	3	0	1	1
ENSG00000253951.1	1	0	2	1	3	3	3	0
ENSG00000253934.2	0	0	0	0	0	0	0	0
ENSG00000253184.1	0	0	0	0	0	0	0	0
ENSG00000253496.2	0	0	0	0	0	0	0	0
ENSG00000264092.2	0	0	0	0	0	0	0	0
ENSG00000078579.8	4	1	4	2	7	0	8	0
ENSG00000155970.11	59	7	83	5	83	13	109	29
ENSG00000249258.2	1	0	1	0	0	0	1	0
ENSG00000244113.1	12	0	2	1	18	5	20	0
ENSG00000104219.12	554	16	549	42	586	56	465	20
ENSG00000198791.11	455	25	403	55	587	111	403	181
ENSG00000155975.9	205	27	179	45	260	108	195	206
ENSG00000003987.13	0	1	1	0	0	0	0	0
ENSG00000214607.2	0	0	0	0	0	0	0	0
ENSG00000003989.17	54	12	71	13	100	54	112	21
ENSG00000279271.1	0	0	0	0	0	0	0	0
ENSG00000280453.1	0	0	0	0	0	0	0	0
ENSG00000279903.1	0	0	0	0	0	0	0	0
ENSG00000279932.1	0	0	0	0	0	0	0	0
ENSG00000104213.12	53	15	46	17	81	67	83	48
ENSG00000277466.1	0	0	0	0	0	0	0	0
ENSG00000129422.14	120	26	102	41	227	105	180	197
ENSG00000265520.1	0	0	0	0	0	0	0	0
